,artist,track,energy,valence,preview_url
187,Gertrudis,Intro,450.0,550.0,https://p.scdn.co/mp3-preview/71ff250de249ea1439d93f082a9530e0d7f69196?cid=783e5bc2e5034e4daea6385e965c1e1f
188,Warrior King,Empress So Divine,630.0,730.0,https://p.scdn.co/mp3-preview/7ad65ce4e0094110caedb8f1d118d0c7945fc654?cid=783e5bc2e5034e4daea6385e965c1e1f
189,Soda Stereo,Terapia De Amor Intensiva - Remasterizado 2007,670.0,640.0,https://p.scdn.co/mp3-preview/d0ef70f2accf0bbac40e11e3b7ca4dfbf17a4150?cid=783e5bc2e5034e4daea6385e965c1e1f
190,Lore,Haunting,710.0,350.0,https://p.scdn.co/mp3-preview/6a085272816e7b42ccd54b921424bfae61a584e9?cid=783e5bc2e5034e4daea6385e965c1e1f
191,Soul Asylum,Lies Of Hate,870.0,330.0,https://p.scdn.co/mp3-preview/6c9433a414cf8f5337837450ee9f087e98143257?cid=783e5bc2e5034e4daea6385e965c1e1f
192,Various Artists,Musical Episode - Edit,680.0,810.0,https://p.scdn.co/mp3-preview/a3cde0ac91b3cce2c0d63d70d85592570ee31e42?cid=783e5bc2e5034e4daea6385e965c1e1f
194,Lady May,The Boss,840.0,340.0,https://p.scdn.co/mp3-preview/4620388378494b79d96a3cbfa3c465f4a9f19b99?cid=783e5bc2e5034e4daea6385e965c1e1f
195,Nightwish,Escapist,930.0,350.0,https://p.scdn.co/mp3-preview/aa5e8c0a66d0ac108c796f01b60afd64677aafd9?cid=783e5bc2e5034e4daea6385e965c1e1f
196,!!!,Myth Takes,770.0,900.0,https://p.scdn.co/mp3-preview/d6df1929120d0246d1c84963abf69a4b58808578?cid=783e5bc2e5034e4daea6385e965c1e1f
197,The Secret Life of Teenage Girls,Carpe PM,840.0,120.0,https://p.scdn.co/mp3-preview/e1f1299f5140ec45b06b002222e00b669cab01d4?cid=783e5bc2e5034e4daea6385e965c1e1f
198,Sandi Thom,Wounded Hearts,670.0,580.0,https://p.scdn.co/mp3-preview/ecbf00d8473df02fe65407aec6b4c6be193fa494?cid=783e5bc2e5034e4daea6385e965c1e1f
199,The Field Mice,When Morning Comes To Town,420.0,470.0,https://p.scdn.co/mp3-preview/6ec93ec836dd27fbd673531b214c36328df78b23?cid=783e5bc2e5034e4daea6385e965c1e1f
200,Catherine Howe,"Freedom Enough - From ""Silent Mother Nature""",690.0,800.0,https://p.scdn.co/mp3-preview/cb09982fc670bce40fda95525f43f1b6974f7bca?cid=783e5bc2e5034e4daea6385e965c1e1f
201,Malkit Singh,Hai Shava,840.0,960.0,https://p.scdn.co/mp3-preview/d159493dc9ac2d8389f78f6fe6ff4cdc8076c4c4?cid=783e5bc2e5034e4daea6385e965c1e1f
202,Rodney-O & Joe Cooley,Nutty Block,700.0,620.0,https://p.scdn.co/mp3-preview/f694e334c6e55b4acfe57a67a823f22efdd3c9cf?cid=783e5bc2e5034e4daea6385e965c1e1f
204,STRATA,Part One From Triomusic,60.0,90.0,https://p.scdn.co/mp3-preview/b82cfa9831e4da1fbaea6d5d782ab173b02b8fd1?cid=783e5bc2e5034e4daea6385e965c1e1f
205,Igor Stravinsky,The Owl and the Pussy-Cat,40.0,450.0,https://p.scdn.co/mp3-preview/355655f5dc78bc682294a8a5da5d5e327380cae2?cid=783e5bc2e5034e4daea6385e965c1e1f
206,Gene Clark,Set You Free This Time,420.0,800.0,https://p.scdn.co/mp3-preview/32d9eca39261cc41e613c72126ee5ccde4869cce?cid=783e5bc2e5034e4daea6385e965c1e1f
207,The Shirelles,Will You Love Me Tomorrow,380.0,460.0,https://p.scdn.co/mp3-preview/7204639586ec60bc1fac2e3eceef401b320d4da6?cid=783e5bc2e5034e4daea6385e965c1e1f
208,JDS,Nine Ways - Original Mix,900.0,800.0,https://p.scdn.co/mp3-preview/7a42ebb9d719d796f6ba97405b5a6bb700c3d520?cid=783e5bc2e5034e4daea6385e965c1e1f
209,Jan Howard,Bad Seed,490.0,880.0,https://p.scdn.co/mp3-preview/a129e8b083e876f3c2d018f47244f5ae46f121ef?cid=783e5bc2e5034e4daea6385e965c1e1f
210,Abraham Laboriel,Exchange,660.0,970.0,https://p.scdn.co/mp3-preview/d85654e3be6d8b8a399fd5d96b649b1af7a01d48?cid=783e5bc2e5034e4daea6385e965c1e1f
212,Original Soundtrack,Hoochie Coochie Man,690.0,660.0,https://p.scdn.co/mp3-preview/4ec4163d04b937382fae9c06ab775e11cdcd9b3d?cid=783e5bc2e5034e4daea6385e965c1e1f
213,Angela Dimitriou,Ftei O Erotas,770.0,770.0,https://p.scdn.co/mp3-preview/b7a4143421013337eb23f3f340c26cec606ea373?cid=783e5bc2e5034e4daea6385e965c1e1f
215,The Black Velvet Band,Dancing to a Standstill,760.0,700.0,https://p.scdn.co/mp3-preview/23010cdb1660437083b6e54ff1e395e96de0d7d9?cid=783e5bc2e5034e4daea6385e965c1e1f
216,Lisa Lynne,Isla del Luna,320.0,210.0,https://p.scdn.co/mp3-preview/8c1ee76f22f5628b32e09bb4ab57f0a1e08dbdc5?cid=783e5bc2e5034e4daea6385e965c1e1f
217,Shawn Colvin,Another Long One - Acoustic Edition,370.0,620.0,https://p.scdn.co/mp3-preview/9452289a50675974f48cd22fe18e459f78b23e24?cid=783e5bc2e5034e4daea6385e965c1e1f
218,Casual,Oaktown - remix,530.0,650.0,https://p.scdn.co/mp3-preview/fd0c922c9b3acf0463f28f3b180a008168f5743d?cid=783e5bc2e5034e4daea6385e965c1e1f
219,Backstreet Boys,Larger Than Life,970.0,750.0,https://p.scdn.co/mp3-preview/740ac3a10a01431d8b00bcb3134c7c7feb0b61ac?cid=783e5bc2e5034e4daea6385e965c1e1f
220,Tiny Tim,I Hold Your Hand in Mine - Live at Royal Albert Hall,220.0,640.0,https://p.scdn.co/mp3-preview/9a54e29fbf184103fca5a3511b168d40c252a667?cid=783e5bc2e5034e4daea6385e965c1e1f
221,Christos Dantis,Den Pai Alo,640.0,680.0,https://p.scdn.co/mp3-preview/cd1e1ebc86adea4e298b8ecc41ec749e88070d71?cid=783e5bc2e5034e4daea6385e965c1e1f
222,David Martin,It Won't Be Christmas,430.0,560.0,https://p.scdn.co/mp3-preview/7d3e4eabffcd02770e33b8278cec613f1a4a3940?cid=783e5bc2e5034e4daea6385e965c1e1f
223,John Davis,Knocked Out Of The Park,20.0,180.0,https://p.scdn.co/mp3-preview/7bc316c88023e142b67b6f835ffdd1141c30268d?cid=783e5bc2e5034e4daea6385e965c1e1f
224,Trafik,Salt In NYC,640.0,610.0,https://p.scdn.co/mp3-preview/141a21d4e86e3fe6cd8a97cbe177fa5cb7094dc9?cid=783e5bc2e5034e4daea6385e965c1e1f
225,Glad,Blessed Assurance,220.0,360.0,https://p.scdn.co/mp3-preview/e991f04b6af03ccd562bc8ef232a112a45e01a59?cid=783e5bc2e5034e4daea6385e965c1e1f
226,Steel Rain,Loaded Like A Gun,730.0,490.0,https://p.scdn.co/mp3-preview/165312e5a4ce366ac0582fbfc26e35e1fb4f6265?cid=783e5bc2e5034e4daea6385e965c1e1f
227,Los Manolos,Rumba de Barcelona,980.0,840.0,https://p.scdn.co/mp3-preview/b95883e5f15af7ea30e909bbda19e9e0682f4dc7?cid=783e5bc2e5034e4daea6385e965c1e1f
228,Bombay Rockers,Wild Rose (Back 2 Basics Mix),800.0,960.0,https://p.scdn.co/mp3-preview/a18cd7320f88746b1ead60aa675a8284f8e22ae4?cid=783e5bc2e5034e4daea6385e965c1e1f
229,Pucho & His Latin Soul Brothers,Got My Mojo Workin,480.0,850.0,https://p.scdn.co/mp3-preview/3fb077265a506a4990fdf78b914bfd326b9aa78e?cid=783e5bc2e5034e4daea6385e965c1e1f
230,Soul Mekanik,Get Your Head Stuck On Your Neck - Mekapella,350.0,380.0,https://p.scdn.co/mp3-preview/30671d018adf3404433f0460c1c9b0a451c5ce7f?cid=783e5bc2e5034e4daea6385e965c1e1f
231,Various Artists,Jenny Take A Ride,950.0,850.0,https://p.scdn.co/mp3-preview/d70a8cd4cc03ec68c164dd28f47acaefdb32dc7d?cid=783e5bc2e5034e4daea6385e965c1e1f
232,Luna Orbit Project,Midnight Star - Club Edit,860.0,680.0,https://p.scdn.co/mp3-preview/42628b790a82985b8aaac4d418bdb62794238615?cid=783e5bc2e5034e4daea6385e965c1e1f
234,Line Renaud,Der kleine dompfaff - Remasterisé,330.0,320.0,https://p.scdn.co/mp3-preview/9eea709f803548469a460e7b0aa40e411f81e547?cid=783e5bc2e5034e4daea6385e965c1e1f
235,King Curtis,"A Whiter Shade of Pale - Live at Fillmore West, 3/7/1971",240.0,220.0,https://p.scdn.co/mp3-preview/f303b2debb3356ac6d08a40719332d07500f6038?cid=783e5bc2e5034e4daea6385e965c1e1f
236,Sophie B. Hawkins,The Ballad Of Sleeping Beauty,760.0,440.0,https://p.scdn.co/mp3-preview/90c1111fdc63fee889e71031f0c69513062cf40d?cid=783e5bc2e5034e4daea6385e965c1e1f
238,E-40,Mustard & Mayonnaise - Intro,260.0,720.0,https://p.scdn.co/mp3-preview/5f6de5cc4da5fd0d6b3b34b96a00b8065af3b3b8?cid=783e5bc2e5034e4daea6385e965c1e1f
240,Steve Morse,Prognosis,660.0,420.0,https://p.scdn.co/mp3-preview/879d38677004147d52fff56134712c2b34e87bc8?cid=783e5bc2e5034e4daea6385e965c1e1f
241,Bitter End,Living Hell,870.0,350.0,https://p.scdn.co/mp3-preview/447b098488962c8e27381f7ba5bada9fece2410f?cid=783e5bc2e5034e4daea6385e965c1e1f
242,Original Broadway Cast of Gypsy,Gypsy: Small World,170.0,260.0,https://p.scdn.co/mp3-preview/3ace1bc8abaeb09d8cb9cab6cbc11a1d11be1eaf?cid=783e5bc2e5034e4daea6385e965c1e1f
243,Story Of The Year,Swallow the Knife (Segue) - Live,440.0,40.0,https://p.scdn.co/mp3-preview/6e76d2eb0e3536c2e4dae186d04fa08e512c4f1e?cid=783e5bc2e5034e4daea6385e965c1e1f
245,Lisa Lynne,Lake Of Dreams,260.0,70.0,https://p.scdn.co/mp3-preview/e06cfdf79cce7e39c9edd666c066063c7e74dfbb?cid=783e5bc2e5034e4daea6385e965c1e1f
246,Neil Sedaka,Because of You,330.0,300.0,https://p.scdn.co/mp3-preview/c956a98033b8e37aca2036430db15b93a420ed52?cid=783e5bc2e5034e4daea6385e965c1e1f
248,Oasis,Morning Glory - Remastered,980.0,80.0,https://p.scdn.co/mp3-preview/2e5720683b6610776b31ac1670bd566da35fce61?cid=783e5bc2e5034e4daea6385e965c1e1f
249,Stew & The Negro Problem,Tomorrow Gone,290.0,510.0,https://p.scdn.co/mp3-preview/fa98a1fe6782c2bd0b7c63130f683bb86b6aeade?cid=783e5bc2e5034e4daea6385e965c1e1f
250,Jauida,I Don't Want To Be Alone Tonight,530.0,310.0,https://p.scdn.co/mp3-preview/94338cd6beab94b35c9c2d0e14e592110472eadc?cid=783e5bc2e5034e4daea6385e965c1e1f
251,Eddy Arnold,"Just a Little Lovin' (Will Go a Long, Long Way)",270.0,810.0,https://p.scdn.co/mp3-preview/334a8ad2173eb352829ef1ade665a8ff95c5e57f?cid=783e5bc2e5034e4daea6385e965c1e1f
252,All Time Low,Shameless,940.0,590.0,https://p.scdn.co/mp3-preview/990ce3dc4a7a63ef2a89b0888429f1e3c4b5bbfb?cid=783e5bc2e5034e4daea6385e965c1e1f
253,Brian Dullaghan,And I Love You So,160.0,140.0,https://p.scdn.co/mp3-preview/d1aee1523f27ecc858ba2d4950fdc56388e38337?cid=783e5bc2e5034e4daea6385e965c1e1f
254,Regina Belle,Quiet Time,730.0,630.0,https://p.scdn.co/mp3-preview/572d5515d796021a493f04a321ac168c9317011b?cid=783e5bc2e5034e4daea6385e965c1e1f
255,Debbie Davies,Little Sister,650.0,900.0,https://p.scdn.co/mp3-preview/8b68cec2f164b3781f0152b03cb598ed0f2d85bd?cid=783e5bc2e5034e4daea6385e965c1e1f
256,Latino Velvet Presents Jay Tee & Baby Bash,All Over Me,720.0,720.0,https://p.scdn.co/mp3-preview/83316539ed23db0d8870185b756ea33919b6ba9a?cid=783e5bc2e5034e4daea6385e965c1e1f
257,The Stolen Minks,I Hate You,890.0,680.0,https://p.scdn.co/mp3-preview/6c1a064b580bc9c1c808586da355928d819964ec?cid=783e5bc2e5034e4daea6385e965c1e1f
258,Extasick,Misanthrope,920.0,150.0,https://p.scdn.co/mp3-preview/084c4bdaf520d86aba70d484073fa1438b1f1b85?cid=783e5bc2e5034e4daea6385e965c1e1f
259,Avril,The Date - Remix by Ana Rago,240.0,260.0,https://p.scdn.co/mp3-preview/c1fc4e2f2e4eddfcb04661930847bb3a42ff1d1c?cid=783e5bc2e5034e4daea6385e965c1e1f
260,Various Artists,We Wish You a Merry Christmas - Dance Version,950.0,470.0,https://p.scdn.co/mp3-preview/d3c8d233cf2e07e083e7f8be712983015794db19?cid=783e5bc2e5034e4daea6385e965c1e1f
261,Nelson Ned,A Mi No Me Importa,350.0,370.0,https://p.scdn.co/mp3-preview/6bb1c54c4afb8ffab53e838cd87a0e0980bea454?cid=783e5bc2e5034e4daea6385e965c1e1f
262,State of Chaos,Chaos Intro,400.0,270.0,https://p.scdn.co/mp3-preview/9af9b18ad787d4339876b8eea5a88880f823fac3?cid=783e5bc2e5034e4daea6385e965c1e1f
263,Dropkick Murphys,Bloody Pig Pile,940.0,210.0,https://p.scdn.co/mp3-preview/295add97502d05e1ab1bec14e44ef93f1e0e077d?cid=783e5bc2e5034e4daea6385e965c1e1f
264,Taint,Hex Breaker,850.0,310.0,https://p.scdn.co/mp3-preview/8386e10471664084240b41b06cd9ea7eb6012a03?cid=783e5bc2e5034e4daea6385e965c1e1f
265,Leonard Kwan,Hawaiian Chimes,310.0,550.0,https://p.scdn.co/mp3-preview/3bfd0ad4f4fce9b3ca14bd42c538eb4f32fd3864?cid=783e5bc2e5034e4daea6385e965c1e1f
266,True Believers,Turn It Around,930.0,330.0,https://p.scdn.co/mp3-preview/aa5b01ccf1d3ce101305f814978025b8a6bb7061?cid=783e5bc2e5034e4daea6385e965c1e1f
267,Various Artists,Tumba Tumba - Versión Remasterizada,940.0,660.0,https://p.scdn.co/mp3-preview/e0f3a9173c8f5b006fc770d45dd59d2df8ff3a83?cid=783e5bc2e5034e4daea6385e965c1e1f
268,Zuzu Bollin,Why Don't You Eat Where You Slept Last Night?,390.0,830.0,https://p.scdn.co/mp3-preview/69d08833995d1932430b0392104ebe42524c1847?cid=783e5bc2e5034e4daea6385e965c1e1f
269,Bullet For My Valentine,Suffocating Under Words Of Sorrow (What Can I Do),980.0,550.0,https://p.scdn.co/mp3-preview/7c2f235f1fdea7adb857252a9fae19720f3b9fc8?cid=783e5bc2e5034e4daea6385e965c1e1f
271,Marcus Miller,Let Me Show You (I Just Want to Make You Smile),470.0,770.0,https://p.scdn.co/mp3-preview/812908d9a59e96ba0bde5e3c7f29e093df35f4fa?cid=783e5bc2e5034e4daea6385e965c1e1f
272,The Beatnuts,Monster For Music,720.0,910.0,https://p.scdn.co/mp3-preview/4f9cac4cabc7b1243f89f8ffb87b09691a3685ff?cid=783e5bc2e5034e4daea6385e965c1e1f
273,Mons Leidvin Takle,Dansende Foran Speilet,100.0,490.0,https://p.scdn.co/mp3-preview/f5370b512ee12588d9694bc2da1a378ff0f0c8bc?cid=783e5bc2e5034e4daea6385e965c1e1f
274,Public Image Ltd.,Ease,690.0,400.0,https://p.scdn.co/mp3-preview/0e4731fc784f9eedb602be87acba8cfaf4402e73?cid=783e5bc2e5034e4daea6385e965c1e1f
276,Helen Love,So Hot,880.0,670.0,https://p.scdn.co/mp3-preview/dc426176fbdb3faf010aa2e93715602999f44d9a?cid=783e5bc2e5034e4daea6385e965c1e1f
279,Gregory Isaacs,Lady Of Your Calibre,250.0,920.0,https://p.scdn.co/mp3-preview/2634cf7d1c2cd0ec310f0095e8ae45b43219fa2f?cid=783e5bc2e5034e4daea6385e965c1e1f
282,George Lopez,Only For The Young,980.0,30.0,https://p.scdn.co/mp3-preview/fe02ebe08ff34b14db4166be146611138589c542?cid=783e5bc2e5034e4daea6385e965c1e1f
283,The Cosmosamatics,Serene,410.0,410.0,https://p.scdn.co/mp3-preview/8371f0b588db0770a27d9490ac236c0f40862365?cid=783e5bc2e5034e4daea6385e965c1e1f
284,Various Artists,"So Jah Seh - Quadrant, Kid Hops & Iris Remix",920.0,600.0,https://p.scdn.co/mp3-preview/d67403414c5676bbdbc281bf55c96afb45406b0c?cid=783e5bc2e5034e4daea6385e965c1e1f
286,Richard Galliano,Chorinho pra ele - Live,650.0,830.0,https://p.scdn.co/mp3-preview/64f5669bf14b1ca56dbb7ae5bec09cc0577bf7f8?cid=783e5bc2e5034e4daea6385e965c1e1f
287,A Static Lullaby,God Bless You (Goddamn it),950.0,190.0,https://p.scdn.co/mp3-preview/4ed406a1566c00d292a136624ad6d0bf375b922a?cid=783e5bc2e5034e4daea6385e965c1e1f
288,Scar Symmetry,The Illusionist,960.0,400.0,https://p.scdn.co/mp3-preview/3431507953ecbf320f61391cf9bca06980e37215?cid=783e5bc2e5034e4daea6385e965c1e1f
289,Various Artists,Urgence,750.0,470.0,https://p.scdn.co/mp3-preview/beca76dcff0978dd583706f636718ceb3b3a12d9?cid=783e5bc2e5034e4daea6385e965c1e1f
290,Eighteen Visions,Our Darkest Days,880.0,290.0,https://p.scdn.co/mp3-preview/0a047d2404b3f779d1946c9cedf36009426343a4?cid=783e5bc2e5034e4daea6385e965c1e1f
291,Rising Lion,Letting You Back In,680.0,870.0,https://p.scdn.co/mp3-preview/84d795e8be96897bf1f6db9e25de943303d70dea?cid=783e5bc2e5034e4daea6385e965c1e1f
292,Rodney-O & Joe Cooley,U Don't Hear Me Tho' - Street Mix,890.0,690.0,https://p.scdn.co/mp3-preview/b6fe65a6940e6b72fa19b48d46ee01fea0665488?cid=783e5bc2e5034e4daea6385e965c1e1f
293,Boots Randolph,Lonely Street,370.0,560.0,https://p.scdn.co/mp3-preview/a8f4b829464a3b273296c358a4aef657ecc2f998?cid=783e5bc2e5034e4daea6385e965c1e1f
294,Jackson United,Undertow,920.0,710.0,https://p.scdn.co/mp3-preview/86a704b63a40f386964a81238790e227aac823d9?cid=783e5bc2e5034e4daea6385e965c1e1f
295,The Cosmosamatics,12 Seasons of Love,270.0,290.0,https://p.scdn.co/mp3-preview/bc6b939c92c31337d2eee03d05588b82fb316b91?cid=783e5bc2e5034e4daea6385e965c1e1f
297,Creedence Clearwater Revived,Have you ever seen the rain,650.0,700.0,https://p.scdn.co/mp3-preview/dbb56c5587d94fc5e59818927d1dbba7e04140f4?cid=783e5bc2e5034e4daea6385e965c1e1f
298,B.A.D.,Interlude,930.0,750.0,https://p.scdn.co/mp3-preview/ea1281a5200a48cde847f61ab5fc2820b50ebc29?cid=783e5bc2e5034e4daea6385e965c1e1f
299,Various Artists,Terra,720.0,340.0,https://p.scdn.co/mp3-preview/8238efe3ac25f4312bdb7a9612d6a67d6d94d4df?cid=783e5bc2e5034e4daea6385e965c1e1f
300,Circular,Mother,160.0,70.0,https://p.scdn.co/mp3-preview/c86fa714344ee73d70fd5599f46ce3e0fb411ebb?cid=783e5bc2e5034e4daea6385e965c1e1f
301,Fruko Y Sus Tesos,A la Memoria del Muerto,720.0,930.0,https://p.scdn.co/mp3-preview/c8675c94284f4d37ad43b9046618127c8c1bc826?cid=783e5bc2e5034e4daea6385e965c1e1f
302,The Bucketheads,Sayin' Dope,760.0,610.0,https://p.scdn.co/mp3-preview/a67f7fdd80fdcc5ef07040c2f017107e43c67bca?cid=783e5bc2e5034e4daea6385e965c1e1f
303,Various Artists,My Bonnie Lies Over the Ocean,970.0,500.0,https://p.scdn.co/mp3-preview/d2126caca413d6361fa66aadda896c674f0f451c?cid=783e5bc2e5034e4daea6385e965c1e1f
304,The Real Kids,Now You Know,920.0,910.0,https://p.scdn.co/mp3-preview/ddaeb6050ecc193d6bcb770e498e7a91ec732b0d?cid=783e5bc2e5034e4daea6385e965c1e1f
305,Tha Chamba,Korrupted - Remix,540.0,530.0,https://p.scdn.co/mp3-preview/0cad1c1275dbbd83b3d584e92c86bd5d9102b192?cid=783e5bc2e5034e4daea6385e965c1e1f
306,Shriekback,Reason With The Beast,600.0,330.0,https://p.scdn.co/mp3-preview/00e71e730e7ffaddbf851d57b65ab833c06be7bb?cid=783e5bc2e5034e4daea6385e965c1e1f
309,Precious Bryant,Dark Angel,760.0,710.0,https://p.scdn.co/mp3-preview/8f0c4095f9074b26c5de551accca8f86ac626559?cid=783e5bc2e5034e4daea6385e965c1e1f
310,Kings of Leon,Knocked Up,690.0,210.0,https://p.scdn.co/mp3-preview/3845fee53f2ee2f387b43ed37737424f1750e8c3?cid=783e5bc2e5034e4daea6385e965c1e1f
313,Black Flag,Crass Commercialism,340.0,350.0,https://p.scdn.co/mp3-preview/7dc9a08049a664e210bbae982fbf8e79f01d83ee?cid=783e5bc2e5034e4daea6385e965c1e1f
314,Barbarito Diez,Flores Negras,320.0,700.0,https://p.scdn.co/mp3-preview/583db6d1b8f3e1a9e9653d274338f9f4c7f3da1d?cid=783e5bc2e5034e4daea6385e965c1e1f
315,Aaron Watson,Rollercoaster Ride,660.0,820.0,https://p.scdn.co/mp3-preview/da0c5269cdc45ae5d51f1a15018759d304bb0587?cid=783e5bc2e5034e4daea6385e965c1e1f
316,Mary Black,Turning Away - Orchestrated,380.0,210.0,https://p.scdn.co/mp3-preview/3aef8bbe8dd2d8652ec34d55890e14d786c6b7be?cid=783e5bc2e5034e4daea6385e965c1e1f
318,Jane Winther,The Lords Prayer,10.0,60.0,https://p.scdn.co/mp3-preview/52fc484aea82e4779f255a419354202598c25cea?cid=783e5bc2e5034e4daea6385e965c1e1f
319,Blind Blake,Blake Worried Blues,180.0,650.0,https://p.scdn.co/mp3-preview/be54814fb9001e2874d66cc16c616f925e1eb395?cid=783e5bc2e5034e4daea6385e965c1e1f
321,Kasia Stankiewicz,Zolte Slonie,580.0,180.0,https://p.scdn.co/mp3-preview/2ef8985e3a38c97fe4d5b84d5c3c2ea3f62e69b9?cid=783e5bc2e5034e4daea6385e965c1e1f
322,Turisas,Sahti Waari,880.0,680.0,https://p.scdn.co/mp3-preview/f74197b915c05b7c0ffbce7422183265e01ce88a?cid=783e5bc2e5034e4daea6385e965c1e1f
323,David Hudson,Arrival,300.0,150.0,https://p.scdn.co/mp3-preview/8f3778550c7e70f7f124d03732e5847e5bc38323?cid=783e5bc2e5034e4daea6385e965c1e1f
324,Rummage,Megatrend,760.0,750.0,https://p.scdn.co/mp3-preview/f3f7f421f11686c96f7fa5ab686adac904f191eb?cid=783e5bc2e5034e4daea6385e965c1e1f
325,ADR Lavey,In The Name of the Father,790.0,540.0,https://p.scdn.co/mp3-preview/75db5673a1d08b8a75e74e647e1582db0ccc3526?cid=783e5bc2e5034e4daea6385e965c1e1f
326,Bill Boyd's Cowboy Ramblers,I Can't Tame Wild Women,340.0,900.0,https://p.scdn.co/mp3-preview/d5c7a407b0281dbb0214587651aaef25a34d833c?cid=783e5bc2e5034e4daea6385e965c1e1f
327,Vickie Winans,Little Timmy,230.0,460.0,https://p.scdn.co/mp3-preview/6ccee8e4d1a5ff70aec1c8da69376b7a33c28ef7?cid=783e5bc2e5034e4daea6385e965c1e1f
328,Justin Lo,Erica,480.0,620.0,https://p.scdn.co/mp3-preview/7ff881a7a010509326bc388f0555e74e9d940550?cid=783e5bc2e5034e4daea6385e965c1e1f
329,Antonis Remos,To Agalma - Live,550.0,420.0,https://p.scdn.co/mp3-preview/a6b0a0fd050ebe9d7ad50e3e51cdb9ec14b6304b?cid=783e5bc2e5034e4daea6385e965c1e1f
330,Percy Faith & His Orchestra,Damisela Encantadora,370.0,210.0,https://p.scdn.co/mp3-preview/b573b6af295b827840291520510a29c8a9b1f664?cid=783e5bc2e5034e4daea6385e965c1e1f
331,Stars Like Fleas,You Are My Memoir,740.0,530.0,https://p.scdn.co/mp3-preview/c732b5dcf057e43abe0052ec560d171d2afda388?cid=783e5bc2e5034e4daea6385e965c1e1f
332,Gaetano Donizetti,Donizetti: Roberto Devereux: L'ore trascorrono...,140.0,210.0,https://p.scdn.co/mp3-preview/9cc42a07a7515cea2004eba426e032c11655eb57?cid=783e5bc2e5034e4daea6385e965c1e1f
333,Shakira,Pienso en Ti,30.0,230.0,https://p.scdn.co/mp3-preview/7f08081db0cd587dfec0418e2f61bca89f9cea4a?cid=783e5bc2e5034e4daea6385e965c1e1f
334,Maysa,This Time I'll Be Sweeter,290.0,100.0,https://p.scdn.co/mp3-preview/00f5ab3e8aee5751408648c92a44ebdb2b9b4d1a?cid=783e5bc2e5034e4daea6385e965c1e1f
335,Little Freddie King,Bus Station Blues - Live,420.0,510.0,https://p.scdn.co/mp3-preview/8b0b53507018083826a737670ae021b80533a359?cid=783e5bc2e5034e4daea6385e965c1e1f
336,Andy Russell,I Love You And You Love Me,640.0,460.0,https://p.scdn.co/mp3-preview/c4f6b5d452449dcaba118a801b07b847227ec6a5?cid=783e5bc2e5034e4daea6385e965c1e1f
338,Vickie Winans,To God Be The Glory/Great Is Thy Faithfulness,260.0,130.0,https://p.scdn.co/mp3-preview/ee7c759021f23ed6f6c995ab84fde42ee32e69ec?cid=783e5bc2e5034e4daea6385e965c1e1f
339,John Brown,Party In The Burbs,950.0,700.0,https://p.scdn.co/mp3-preview/d8710ad98d8e67fd69d81a44822935298361b319?cid=783e5bc2e5034e4daea6385e965c1e1f
340,Abysmal Dawn,Compulsory Resurrection,980.0,250.0,https://p.scdn.co/mp3-preview/9e7ba66f2654b0c20ff95c5a6f3da2877b9930c2?cid=783e5bc2e5034e4daea6385e965c1e1f
341,Chaotica,Lobotomy,970.0,660.0,https://p.scdn.co/mp3-preview/65c6bc976ef48592af0ce49b87643a1500d884cf?cid=783e5bc2e5034e4daea6385e965c1e1f
342,Various Artists,Party 'Til the Cows Come Home,810.0,820.0,https://p.scdn.co/mp3-preview/40927a579998f687eff4834c75463c7f138e483e?cid=783e5bc2e5034e4daea6385e965c1e1f
343,1. Futurologischer Congress,La Excursion,490.0,470.0,https://p.scdn.co/mp3-preview/2d0cfd6942aded67a15fb503b9ae120632060311?cid=783e5bc2e5034e4daea6385e965c1e1f
344,Asleep At The Wheel,Big Balls in Cow Town,610.0,860.0,https://p.scdn.co/mp3-preview/e9cad397672ef3e7b7ef14b2c349eaaec2011718?cid=783e5bc2e5034e4daea6385e965c1e1f
347,Sunnyland Slim,I Got To Quit My Baby,430.0,860.0,https://p.scdn.co/mp3-preview/c383769cc64163adb41fe91448e2f72a1292d456?cid=783e5bc2e5034e4daea6385e965c1e1f
348,Byther Smith,So Unhappy,490.0,730.0,https://p.scdn.co/mp3-preview/254c0b871ba8dfcf51fa09baa8c51235fe4454b6?cid=783e5bc2e5034e4daea6385e965c1e1f
349,Dusminguet,San Cristobal,780.0,930.0,https://p.scdn.co/mp3-preview/2e67d3106e6b1da468e0254e23a3cff489349c8b?cid=783e5bc2e5034e4daea6385e965c1e1f
350,Zeromancer,Ammonite,710.0,260.0,https://p.scdn.co/mp3-preview/f3400bab0c865dc540243ac3ed4d703a55c442af?cid=783e5bc2e5034e4daea6385e965c1e1f
352,Two Man Advantage,The Sweep,980.0,490.0,https://p.scdn.co/mp3-preview/64085413f56140267f895324d100c1e2ee680cad?cid=783e5bc2e5034e4daea6385e965c1e1f
353,Various Artists,I Love You,290.0,840.0,https://p.scdn.co/mp3-preview/3a8322196e75b76cac9bb63de426d8fdd8c64d20?cid=783e5bc2e5034e4daea6385e965c1e1f
355,Wailing Souls,Very Well,520.0,910.0,https://p.scdn.co/mp3-preview/bd3d5715e51743561e92b20129138274805e16bf?cid=783e5bc2e5034e4daea6385e965c1e1f
